Province_State,Country_Region,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
Connecticut,United States,309535,7878,222224.91190930095,79432.08809069905,7955.352433098626,2.397041231281423
Cook Islands,New Zealand,0,0,0.0,0.0,0.0,0.0
Coquimbo,Chile,26875,508,25259.0,1108.0,3547.4520384484404,1.890232558139535
Cordoba,Colombia,43023,2010,39770.0,1243.0,2410.545147505327,4.671919670873718
Crimea Republic*,Ukraine,37633,1069,35253.0,1311.0,1966.47282193788,2.840592033587543
Cundinamarca,Colombia,110923,3066,106522.0,1335.0,3799.956150267552,2.764079586740352
Curacao,Netherlands,8404,35,5267.0,3102.0,5121.267519804997,0.4164683484055211
Dadra and Nagar Haveli and Daman and Diu,India,3661,2,3482.0,177.0,594.5845866004898,0.0546298825457525
Dagestan Republic,Russia,31050,1410,28719.0,921.0,1013.4192373408272,4.541062801932367
Dalarna,Sweden,18657,310,0.0,18347.0,6478.8898689428615,1.6615747440638902
Delaware,United States,94598,1559,68540.04242941305,24498.957570586954,9542.579826120384,1.8051135707356185
Delhi,India,662430,11027,642565.0,8838.0,3540.3386321636103,1.6646287154869193
District of Columbia,United States,44513,1064,32008.042901531266,11440.957098468734,6307.199868508493,2.3903129422865232
Distrito Federal,Brazil,344364,6029,321374.0,16961.0,11420.676371055575,1.7507637267542484
Dnipropetrovsk Oblast,Ukraine,91122,2357,74436.0,14329.0,2841.8104979390155,2.586642084238713
Donetsk Oblast,Ukraine,59206,1269,47347.0,10590.0,1421.205160660323,2.1433638482586224
Drenthe,Netherlands,26720,324,0.0,26396.0,5412.390972326315,1.2125748502994012
East Flanders,Belgium,99902,0,0.0,99902.0,6549.855597916414,0.0
Ehime,Japan,1367,24,1053.0,290.0,102.07472287870132,1.7556693489392832
Emilia-Romagna,Italy,335820,11917,251468.0,72435.0,7530.479471023172,3.548627240783753
England,United Kingdom,3800722,111489,0.0,3689233.0,6789.767976962049,2.933363713526009
Espirito Santo,Brazil,382480,7500,351496.0,23152.0,9509.113757107489,1.960024912466177
Extremadura,Spain,71103,1757,2652.0,66694.0,6673.681088468065,2.4710631056354866
Falkland Islands (Malvinas),United Kingdom,54,0,54.0,0.0,1550.3875968992247,0.0
Faroe Islands,Denmark,661,1,660.0,0.0,1352.7064360994575,0.151285930408472
Flemish Brabant,Belgium,68073,0,0.0,68073.0,5889.467687220496,0.0
Flevoland,Netherlands,29124,225,0.0,28899.0,6884.764586155297,0.7725587144622992
Florida,United States,2054174,33425,1488646.9351475616,532102.0648524384,9446.799994823981,1.9724072983715233
French Guiana,France,16922,89,9995.0,6838.0,5665.557348618263,0.5259425599810897
French Polynesia,France,18627,141,4842.0,13644.0,6631.091048899268,0.7569656949589306
Friesland,Netherlands,32749,445,0.0,32304.0,5038.641017790408,1.358820116644783
Friuli Venezia Giulia,Italy,97490,3307,78986.0,15197.0,8022.415694277579,3.3921427838752694
Fujian,China,561,1,550.0,10.0,1.3505027408946626,0.17825311942959
Fukui,Japan,589,25,526.0,38.0,76.69900004818103,4.244482173174872
Fukuoka,Japan,19014,332,18255.0,427.0,372.5547786214611,1.7460818344377826
Fukushima,Japan,2499,113,2110.0,276.0,135.4090637918114,4.521808723489396
Galicia,Spain,116522,2327,9204.0,104991.0,4314.924858569397,1.997047767803505
Gansu,China,193,2,186.0,5.0,0.7713881041003035,1.0362694300518134
Gavleborg,Sweden,27932,523,0.0,27409.0,9719.467468387023,1.8724044107117288
Gelderland,Netherlands,140927,1894,0.0,139033.0,6756.003973245789,1.3439582195037147
Georgia,United States,1022136,18154,739614.2357330471,264367.76426695293,9939.961292090451,2.458982832611052
Gibraltar,United Kingdom,4274,94,4168.0,12.0,12685.880502211274,2.199344875994385
Gifu,Japan,4841,125,4690.0,26.0,243.68426854701053,2.58211113406321
Gilgit-Baltistan,Pakistan,5033,103,4867.0,63.0,496.5547996022037,2.046493145241407
Goa,India,58039,830,55653.0,1556.0,3658.881008668243,1.430072882027602
Goias,Brazil,486405,11711,460845.0,11866.0,6900.60660946997,2.3947521107392182
Gotland,Sweden,3027,46,0.0,2981.0,5071.541064906343,1.5196564255037992
Greenland,Denmark,31,0,31.0,0.0,54.604382442048895,0.0
Groningen,Netherlands,30730,229,0.0,30501.0,5245.226724199732,0.7452001301659616
Guadeloupe,France,11512,173,2242.0,9097.0,2877.086525028304,1.5027797081306462
Guainia,Colombia,1335,22,1308.0,5.0,2774.6601820675896,1.647940074906367
Guam,United States,7807,134,5652.551570426233,2020.4484295737666,4753.728026109883,1.7164083514794417
Guangdong,China,2282,8,2235.0,39.0,1.8109313115023264,0.35056967572305
Guangxi,China,267,2,265.0,0.0,0.5326491591205376,0.7490636704119851
Guaviare,Colombia,2299,40,2251.0,8.0,2777.6770935276136,1.739886907351022
Guizhou,China,147,2,145.0,0.0,0.3812028313360552,1.3605442176870748
Gujarat,India,307698,4519,290569.0,12610.0,481.7385988586401,1.4686478300151449
Gunma,Japan,5007,99,4710.0,198.0,257.76645648601567,1.977231875374476
Hainan,China,171,6,165.0,0.0,1.696221255497344,3.508771929824561
Hainaut,Belgium,131194,0,0.0,131194.0,9740.874936889311,0.0
Halland,Sweden,31823,290,0.0,31533.0,9532.182310512568,0.9112905759984916
Hamburg,Germany,61268,1382,53370.0,6516.0,3307.353717561018,2.255663641705295
Haryana,India,290800,3155,277919.0,9726.0,1031.0341272296114,1.0849381017881703
Hawaii,United States,29779,460,21598.74358051958,7720.256419480423,1519.5624391753115,1.322654537891664
Hebei,China,1317,7,1310.0,0.0,1.7651733706508228,0.5315110098709187
Heilongjiang,China,1610,13,1597.0,0.0,5.054931088416459,0.8074534161490683
Henan,China,1311,22,1283.0,6.0,1.3193711593253994,1.6781083142639206
Hessen,Germany,219484,6338,194800.0,18346.0,3487.662942937675,2.887682017823623
Himachal Pradesh,India,63605,1048,59584.0,2973.0,853.5344080848582,1.6476692083955664
Hiroshima,Japan,5172,106,4961.0,105.0,184.4391420370397,2.0494972931167825
Hokkaido,Japan,20994,749,19413.0,832.0,399.88198205388176,3.5676860055253883
Hong Kong,China,11467,205,11095.0,167.0,152.95475996493525,1.7877387285253337
Huila,Colombia,50915,1791,48765.0,359.0,4627.012702815194,3.5176274182460965
Hunan,China,1042,4,1033.0,5.0,1.5682175224258117,0.3838771593090211
Hyogo,Japan,20058,591,18014.0,1453.0,366.94663010250287,2.946455279688902
Ibaraki,Japan,6740,127,6264.0,349.0,235.63904154344272,1.8842729970326408
Idaho,United States,180536,1962,131552.03233901918,47021.96766098082,8883.50902018242,1.2192811896196512
Illinois,United States,1244498,21301,901105.7113633073,322091.2886366927,10584.064321207843,1.7357985843893056
Indiana,United States,686497,12633,496422.6523463708,177441.3476536292,10027.722456179134,2.0279975342524774
Ingushetia Republic,Russia,15120,181,13403.0,1536.0,3098.08766850462,1.197089947089947
Inner Mongolia,China,375,1,368.0,6.0,1.559306345690732,0.2666666666666666
Iowa,United States,350384,5743,253890.39825143586,90750.60174856414,11192.184683911457,2.1692778956196928
Irkutsk Oblast,Russia,61581,2010,58655.0,916.0,2561.3978899382123,3.2639937643104204
Ishikawa,Japan,1911,64,1824.0,23.0,167.97799672834063,3.349031920460492
Islamabad,Pakistan,58557,572,47584.0,10401.0,2918.260595682587,0.976825998599655
Isle of Man,United Kingdom,1569,29,1247.0,293.0,1845.187694044595,1.8483110261312936
Ivano-Frankivsk Oblast,Ukraine,79225,1699,62236.0,15290.0,5769.152347857495,2.144525086778164
Ivanovo Oblast,Russia,32556,1039,31025.0,492.0,3208.606745603885,3.191424007863374
Iwate,Japan,621,30,550.0,41.0,50.61883770671397,4.830917874396135
Jammu and Kashmir,India,130960,1994,126435.0,2531.0,962.4938998935788,1.5226023213194868
Jamtland Harjedalen,Sweden,8519,118,0.0,8401.0,6512.499044415565,1.385139100833431
Jewish Autonomous Okrug,Russia,4431,125,4230.0,76.0,2734.948831582456,2.8210336267208307
Jharkhand,India,124201,1113,120263.0,2825.0,321.8147052486053,0.8961280504987883
Jiangsu,China,710,0,704.0,6.0,0.8377777244956389,0.0
Jiangxi,China,937,1,934.0,2.0,2.073530213957558,0.1067235859124866
Jilin,China,573,3,570.0,0.0,2.38021525204548,0.5235602094240838
Johor,Malaysia,41258,104,39594.0,1560.0,1094.899421474444,0.2520723253672015
Jonkoping,Sweden,33356,535,0.0,32821.0,9173.842612328415,1.6039093416476795
Kabardino-Balkarian Republic,Russia,22792,418,21680.0,694.0,2632.3935007876853,1.833976833976834
Kagawa,Japan,836,19,752.0,65.0,87.41596930821134,2.272727272727273
Kagoshima,Japan,1830,28,1771.0,31.0,114.21274651697932,1.530054644808743
Kaliningrad Oblast,Russia,30240,334,27903.0,2003.0,3040.4213155251514,1.1044973544973544
Kalmar,Sweden,15188,222,0.0,14966.0,6187.919134962476,1.4616802739004475
Kalmykia Republic,Russia,19952,315,19094.0,543.0,7244.392966199853,1.5787890938251803
Kaluga Oblast,Russia,32345,281,30156.0,1908.0,3195.969392998016,0.868758695316123
Kamchatka Krai,Russia,14120,201,13212.0,707.0,4474.627404874555,1.4235127478753542
Kanagawa,Japan,48069,785,46334.0,950.0,522.5875132144442,1.63306912979259
Kansas,United States,303648,4892,220087.80098713146,78668.19901286854,11056.227508710284,2.2269795198681956
Karachay-Cherkess Republic,Russia,19680,71,18785.0,824.0,4220.413677743108,0.3607723577235772
Karelia Republic,Russia,43859,388,41342.0,2129.0,7045.803586919503,0.8846530928657744
Karnataka,India,997004,12567,956170.0,28267.0,1475.6725332086412,1.2604763872562197
Kedah,Malaysia,8435,25,8067.0,343.0,385.882245299419,0.2963841138114997
Kelantan,Malaysia,6250,23,5638.0,589.0,330.30335059718846,0.368
Kemerovo Oblast,Russia,33258,612,32372.0,274.0,1234.1194050785991,1.8401587587948764
Kentucky,United States,426666,6076,309840.5662720669,110749.4337279331,9269.627626381502,1.6885411933409034
Kerala,India,1124584,4621,1094404.0,25559.0,3150.1443874068286,0.4109075000177843
Khabarovsk Krai,Russia,50641,346,48230.0,2065.0,3812.461322801592,0.6832408522738492
Khakassia Republic,Russia,21849,504,21082.0,263.0,4064.831920344252,2.3067417273101745
Khanty-Mansi Autonomous Okrug,Russia,54175,782,52662.0,731.0,3535.666340130123,1.443470235348408
Kharkiv Oblast,Ukraine,103804,1962,84783.0,17059.0,3879.6560619345655,1.890100574158992
Kherson Oblast,Ukraine,24258,704,21306.0,2248.0,2337.8050190817626,2.902135378019622
Khmelnytskyi Oblast,Ukraine,63780,1156,50632.0,11992.0,5043.073285865084,1.8124804013797429
Khyber Pakhtunkhwa,Pakistan,88099,2363,76640.0,9096.0,288.6280155622392,2.682209786717216
Kiev,Ukraine,162291,3405,105605.0,53281.0,5499.898332655551,2.0980830729985027
Kiev Oblast,Ukraine,95323,1612,77512.0,16199.0,5391.755376313676,1.691092391133305
Kirov Oblast,Russia,39754,324,36120.0,3310.0,3097.9444187282484,0.8150123258036928
Kirovohrad Oblast,Ukraine,13162,467,9059.0,3636.0,1391.9955496753737,3.5480929949855646
Kochi,Japan,917,19,886.0,12.0,131.3699001044369,2.0719738276990185
Komi Republic,Russia,41616,805,40420.0,391.0,4949.142141560022,1.9343521722414456
Kostroma Oblast,Russia,19657,390,16884.0,2383.0,3055.536557007045,1.9840260467009208
Krasnoyarsk Krai,Russia,66784,3162,61816.0,1806.0,2321.712833352512,4.734666986104457
Kronoberg,Sweden,15331,297,0.0,15034.0,7609.607433401665,1.9372513208531728
Kumamoto,Japan,3506,74,3407.0,25.0,200.6217787358081,2.110667427267541
Kurgan Oblast,Russia,19221,352,17492.0,1377.0,2273.2299118784867,1.8313303158004264
Kursk Oblast,Russia,34014,574,30772.0,2668.0,3049.9346775618096,1.6875404245310754
Kyoto,Japan,9517,169,9079.0,269.0,368.4536753805813,1.7757696753178522
La Guajira,Colombia,17879,665,16841.0,373.0,2030.4124647951303,3.719447396386823
La Rioja,Spain,27895,744,3107.0,24044.0,8895.91193063134,2.6671446495787774
Ladakh,India,10157,130,9771.0,256.0,3703.028557470405,1.2799054839027273
Lakshadweep,India,723,1,680.0,42.0,1122.1654844867994,0.1383125864453665
Lazio,Italy,285447,6644,227752.0,51051.0,4855.298837471564,2.327577448703262
Leningrad Oblast,Russia,39866,932,37316.0,1618.0,2197.90761576698,2.337831736316661
Liaoning,China,407,2,405.0,0.0,0.9555918169127402,0.4914004914004914
Liege,Belgium,112208,0,0.0,112208.0,10110.65056766985,0.0
Liguria,Italy,89324,3879,78350.0,7095.0,5760.460197079916,4.342617885450719
Limburg,Belgium,45446,0,0.0,45446.0,5179.798716618986,0.0
Limburg,Netherlands,82689,1513,0.0,81176.0,7401.443428711575,1.829747608508992
Lipetsk Oblast,Russia,27606,530,24350.0,2726.0,2400.102242999267,1.9198724914873573
Lombardia,Italy,735484,30735,608894.0,95855.0,7310.55703183536,4.178880845810378
Los Lagos,Chile,60819,794,58420.0,1605.0,7339.014465891484,1.3055130797941432
Los Rios,Chile,27478,304,25542.0,1632.0,7140.16583644504,1.106339617148264
Louisiana,United States,444515,10141,319994.9740456568,114379.0259543432,10111.219181949724,2.5436501881557496
Luhansk Oblast,Ukraine,17460,522,14958.0,1980.0,811.4012565101474,2.989690721649485
Luxembourg,Belgium,25194,0,0.0,25194.0,8785.989286909944,0.0
Lviv Oblast,Ukraine,103670,2629,79111.0,21930.0,4110.592259144552,2.535931320536317
Macau,China,48,0,48.0,0.0,7.392098462751524,0.0
Madhya Pradesh,India,295511,3986,274429.0,17096.0,346.1979652635198,1.3488499582079856
Madre de Dios,Peru,11605,194,0.0,11411.0,6677.215189873417,1.6716932356742784
Madrid,Spain,625215,14564,40736.0,569915.0,9413.550761264258,2.3294386730964547
Magadan Oblast,Russia,8255,99,8035.0,121.0,5729.018467496235,1.199273167777105
Magallanes,Chile,23107,345,22476.0,286.0,13875.32801306648,1.4930540528844074
Magdalena,Colombia,43967,1618,40528.0,1821.0,3276.849716712404,3.6800327518366047
Maharashtra,India,2812980,54649,2400727.0,357604.0,2284.2971691818625,1.9427439939139275
Maine,United States,50503,743,36657.23525927399,13102.764740726005,3052.2238165384742,1.6299212814818578
Manipur,India,29400,374,28956.0,70.0,950.9808202694768,1.272108843537415
Manitoba,Canada,34122,935,32006.0,1181.0,2465.881128659852,2.740167633784655
Maranhao,Brazil,242401,6070,220903.0,15428.0,3426.0748947624097,2.50411508203349
Marche,Italy,88370,2621,76382.0,9367.0,5793.7245250188325,2.965938666968428
